id,fullname,age,gender,math_grade,literature_grade,attendance,participation,homework,midterm_grade,final_grade
5656,Усенов Назгуль,20,female,100,74,59,high,1,82,54
5657,Усенов Жанара,22,female,74,87,81,medium,7,63,94
5658,Токтосунов Азиз,19,female,54,85,81,medium,9,72,98
5659,Шаршенов Кундуз,21,male,99,80,72,low,8,94,73
5660,Жумабаев Марат,18,male,54,78,52,high,9,100,69
5661,Усенов Жамиля,25,male,96,54,81,low,1,87,75
5662,Жумабаев Айжан,20,female,88,72,78,high,0,55,84
5663,Асанов Бакыт,21,female,83,63,86,low,4,89,70
5664,Кудайбергенов Марат,25,female,55,92,56,medium,1,52,84
5665,Кубатбеков Гулнара,20,male,79,57,86,medium,2,92,67
5666,Кубатбеков Асель,20,female,99,80,61,medium,3,53,85
5667,Токтосунов Тимур,24,male,67,90,65,high,7,93,99
5668,Шаршенов Рустам,25,female,81,59,100,low,7,93,67
5669,Кудайбергенов Бакыт,21,female,62,62,85,medium,5,74,76
5670,Кубатбеков Бакыт,19,male,65,94,67,high,5,68,93
5671,Жумабаев Рустам,23,female,91,73,64,low,2,69,100
5672,Бекмурзаев Асель,20,male,92,98,55,low,0,93,98
5673,Кубатбеков Жамиля,18,male,64,54,85,high,7,96,65
5674,Кудайбергенов Асель,20,male,53,90,97,high,9,52,63
5675,Кудайбергенов Айгуль,22,female,94,83,60,low,9,78,88
5676,Токтосунов Тимур,21,male,73,86,72,high,9,56,99
5677,Жумабаев Айгуль,22,male,74,60,77,medium,0,81,64
5678,Сариев Гулнара,25,male,72,50,73,medium,4,73,99
5679,Исмаилов Жанара,23,male,87,70,86,high,7,97,56
5680,Токтосунов Айгуль,21,female,69,86,70,low,1,93,65
5681,Кудайбергенов Нурлан,21,female,95,66,88,high,6,53,93
5682,Бекмурзаев Эрмек,18,female,66,66,51,medium,6,64,57
5683,Сариев Жанара,22,female,51,78,74,high,4,52,87
5684,Бекмурзаев Айгуль,22,female,57,81,83,medium,10,82,91
5685,Кудайбергенов Тимур,24,female,89,60,63,low,10,86,68
5686,Шаршенов Айгуль,19,male,82,97,66,low,6,69,65
5687,Жумабаев Нурлан,21,male,58,63,92,high,0,96,75
5688,Шаршенов Эльмира,20,male,88,70,89,low,8,99,81
5689,Кудайбергенов Эльмира,18,male,98,60,88,low,0,80,78
5690,Кудайбергенов Айжан,25,male,65,82,52,medium,10,51,100
5691,Шаршенов Нурлан,22,male,69,77,52,medium,1,83,66
5692,Кудайбергенов Марат,19,male,81,52,83,low,1,84,91
5693,Кудайбергенов Азиз,21,female,94,81,57,medium,3,67,73
5694,Бекмурзаев Назгуль,18,female,55,68,75,medium,8,69,51
5695,Токтосунов Эрмек,18,male,63,79,68,high,4,81,97
5696,Сариев Марат,21,male,94,91,86,low,3,81,90
5697,Жумабаев Марат,18,male,90,94,81,medium,2,75,58
5698,Кудайбергенов Рустам,23,female,63,98,73,high,9,74,60
5699,Жумабаев Айжан,18,female,66,74,61,high,0,65,58
5700,Токтосунов Рустам,20,male,95,97,65,high,2,55,62
5701,Кубатбеков Нурлан,23,female,91,63,91,high,0,50,83
5702,Жумабаев Кундуз,23,female,83,99,64,low,9,99,85
5703,Жумабаев Тимур,22,male,56,93,50,low,3,73,55
5704,Исмаилов Жанат,24,female,72,55,88,high,1,58,51
5705,Бекмурзаев Бакыт,20,female,74,86,70,medium,0,80,70
5706,Усенов Жанара,22,female,95,55,65,low,2,52,85
5707,Кубатбеков Гулнара,21,male,51,83,50,low,0,71,95
5708,Бекмурзаев Канат,25,female,72,86,73,low,0,50,88
5709,Усенов Эрмек,25,male,73,66,89,medium,7,69,77
5710,Жумабаев Марат,25,male,82,98,87,high,10,92,62
5711,Кудайбергенов Азиз,20,female,77,81,60,medium,4,64,70
5712,Асанов Азиз,21,female,83,52,77,medium,7,59,73
5713,Токтосунов Жамиля,19,female,65,72,67,high,0,83,87
5714,Кубатбеков Айбек,23,female,98,97,66,medium,1,61,99
5715,Жумабаев Азиз,21,female,85,63,80,medium,7,94,100
5716,Сариев Бакыт,21,male,81,89,88,high,6,68,74
5717,Исмаилов Эльмира,20,male,79,55,53,medium,6,77,58
5718,Шаршенов Нурлан,19,female,75,83,68,medium,7,61,62
5719,Кудайбергенов Эрмек,18,female,61,96,68,medium,7,71,58
5720,Сариев Азиз,23,male,66,91,54,high,5,99,67
5721,Усенов Азиз,24,male,63,83,97,medium,10,83,97
5722,Шаршенов Айбек,24,female,50,87,87,low,1,56,61
5723,Кудайбергенов Тимур,18,male,73,65,85,high,10,90,98
5724,Жумабаев Марат,21,male,85,83,51,low,6,71,59
5725,Токтосунов Канат,20,male,80,86,84,high,8,68,75
5726,Кубатбеков Айжан,22,female,88,54,94,high,0,90,86
5727,Кудайбергенов Канат,24,male,86,64,81,low,8,71,81
5728,Асанов Канат,20,male,92,87,70,low,7,97,83
5729,Усенов Гулнара,24,male,75,67,72,low,8,95,67
5730,Кудайбергенов Бегимай,22,female,62,72,52,medium,7,57,63
5731,Сариев Тимур,18,male,51,55,88,medium,8,65,72
5732,Токтосунов Азиз,22,male,74,53,72,high,0,73,92
5733,Шаршенов Айгуль,24,male,84,66,73,high,3,92,55
5734,Жумабаев Назгуль,19,male,66,65,73,low,2,73,67
5735,Кудайбергенов Жанат,19,male,85,55,88,medium,9,100,98
5736,Шаршенов Азиз,25,male,51,53,92,medium,4,55,83
5737,Асанов Рустам,25,female,66,84,62,high,9,81,50
5738,Сариев Гулнара,25,male,57,87,60,low,5,95,53
5739,Токтосунов Айбек,19,male,65,65,54,medium,8,55,85
5740,Жумабаев Эльмира,23,male,99,51,89,medium,10,69,73
5741,Асанов Айжан,19,female,98,66,75,high,7,76,51
5742,Усенов Рустам,18,male,65,88,61,high,6,60,63
5743,Жумабаев Азиз,20,male,87,91,89,low,9,52,68
5744,Усенов Кундуз,18,male,55,71,71,medium,7,61,91
5745,Усенов Эльмира,25,female,66,60,81,high,10,83,60
5746,Усенов Айбек,24,male,74,65,84,high,8,63,94
5747,Бекмурзаев Назгуль,21,male,55,76,56,low,10,60,87
5748,Токтосунов Нурлан,25,female,100,58,77,low,9,61,69
5749,Усенов Айгуль,24,female,71,75,67,low,2,91,88
5750,Кудайбергенов Канат,24,female,63,69,55,medium,4,58,65
5751,Токтосунов Нурлан,20,male,72,81,89,high,0,61,61
5752,Жумабаев Жанара,23,female,51,86,51,low,2,78,66
5753,Кубатбеков Жанара,18,female,74,99,72,low,0,93,92
5754,Токтосунов Эльмира,19,female,55,62,85,low,4,86,71
5755,Шаршенов Рустам,25,male,79,53,75,low,5,78,98
5756,Жумабаев Назгуль,24,male,65,77,68,low,10,78,50
5757,Усенов Гулнара,19,male,64,79,70,low,9,66,87
5758,Токтосунов Канат,25,female,94,76,91,high,5,86,77
5759,Шаршенов Эльмира,25,female,90,74,67,low,2,53,78
5760,Асанов Айгуль,22,female,54,71,54,medium,4,83,72
5761,Кубатбеков Кундуз,23,male,71,72,65,high,9,91,51
5762,Кудайбергенов Канат,19,female,54,66,77,low,4,95,99
5763,Усенов Жанара,18,male,66,59,66,medium,9,67,90
5764,Усенов Эльмира,23,male,71,63,90,high,8,94,50
5765,Жумабаев Жамиля,20,female,60,58,77,low,10,90,98
5766,Усенов Жанат,19,female,80,95,57,medium,9,85,52
5767,Кубатбеков Айжан,20,female,92,65,60,low,7,52,64
5768,Усенов Айбек,24,female,67,95,67,high,3,90,50
5769,Усенов Жамиля,24,male,73,89,63,low,9,81,83
5770,Усенов Айбек,20,female,71,77,75,medium,5,60,80
5771,Бекмурзаев Айбек,18,male,91,77,62,medium,5,82,66
5772,Асанов Канат,18,male,75,55,58,medium,4,77,71
5773,Шаршенов Бакыт,24,male,96,83,75,medium,7,96,54
5774,Усенов Айгуль,21,female,67,53,62,low,2,84,77
5775,Усенов Марат,25,male,81,91,68,high,1,90,60
5776,Кубатбеков Жанат,18,male,66,62,79,low,1,67,74
5777,Сариев Бакыт,25,female,81,52,79,high,7,61,56
5778,Исмаилов Айгуль,23,male,83,90,75,high,10,54,78
5779,Асанов Жамиля,23,male,57,85,91,high,4,50,53
5780,Кудайбергенов Назгуль,23,female,73,70,64,low,7,90,86
5781,Кубатбеков Жанат,18,female,90,90,66,medium,2,78,53
5782,Бекмурзаев Асель,22,male,91,58,67,medium,10,59,58
5783,Кубатбеков Марат,21,female,67,90,77,medium,9,79,69
5784,Кудайбергенов Марат,20,female,51,93,72,high,8,58,51
5785,Кубатбеков Айгуль,20,male,85,95,75,high,7,93,80
5786,Шаршенов Назгуль,24,male,95,81,83,low,0,92,63
5787,Асанов Азиз,23,male,96,72,78,low,7,94,56
5788,Кудайбергенов Эрмек,18,male,100,84,67,medium,9,59,100
5789,Жумабаев Айжан,19,male,95,86,91,medium,5,95,75
5790,Асанов Жанат,21,male,72,52,60,medium,5,60,77
5791,Усенов Эрмек,20,female,97,92,94,low,0,55,88
5792,Асанов Айгуль,19,male,99,73,52,medium,9,78,89
5793,Усенов Жанара,20,male,54,94,78,low,4,81,73
5794,Асанов Айбек,22,male,94,63,64,medium,7,99,85
5795,Усенов Айбек,21,female,79,87,65,low,1,75,53
5796,Жумабаев Марат,22,male,66,84,98,low,1,74,94
5797,Сариев Бакыт,25,female,96,74,68,medium,4,78,55
5798,Токтосунов Жанат,21,female,51,54,98,low,5,65,61
5799,Асанов Жанара,19,female,97,83,94,high,8,61,74
5800,Асанов Тимур,19,female,75,64,93,high,4,77,79
5801,Жумабаев Тимур,18,female,84,94,73,high,10,69,86
5802,Асанов Тимур,18,male,98,71,67,low,10,93,65
5803,Токтосунов Бакыт,19,female,80,73,64,low,7,73,60
5804,Жумабаев Нурлан,19,male,65,80,53,medium,1,95,85
5805,Бекмурзаев Марат,23,female,81,99,81,low,7,83,84
5806,Кубатбеков Айбек,25,female,57,84,78,low,6,92,87
5807,Бекмурзаев Канат,19,male,67,56,98,low,3,66,85
5808,Токтосунов Кундуз,21,female,76,70,91,low,7,63,84
5809,Асанов Айжан,22,male,95,95,98,low,3,76,80
5810,Кубатбеков Асель,22,female,79,58,53,medium,5,73,93
5811,Исмаилов Тимур,23,female,94,66,62,high,3,87,84
5812,Кубатбеков Айбек,20,female,88,77,92,medium,7,57,72
5813,Исмаилов Азиз,19,female,67,66,97,medium,9,97,94
5814,Кубатбеков Айжан,21,male,76,93,81,high,8,84,71
5815,Жумабаев Айгуль,18,female,68,93,82,high,0,97,79
5816,Исмаилов Тимур,23,male,62,71,83,medium,3,79,53
5817,Асанов Бакыт,21,female,74,81,98,medium,9,82,77
5818,Исмаилов Айбек,20,female,76,75,93,low,3,67,99
5819,Кудайбергенов Гулнара,18,female,79,66,81,medium,5,100,52
5820,Токтосунов Кундуз,21,female,94,53,68,low,5,55,97
5821,Усенов Азиз,19,male,78,97,54,low,5,71,71
5822,Бекмурзаев Рустам,22,male,80,61,68,medium,5,85,84
5823,Шаршенов Айгуль,22,male,59,51,84,high,2,96,56
5824,Кубатбеков Тимур,22,male,87,70,63,high,4,52,92
5825,Сариев Бакыт,19,female,53,93,51,medium,3,50,74
5826,Бекмурзаев Назгуль,21,female,86,65,50,low,0,81,71
5827,Асанов Эльмира,18,female,67,78,61,low,7,94,62
5828,Шаршенов Эльмира,25,female,57,73,85,low,1,59,97
5829,Кудайбергенов Эльмира,19,male,59,57,52,low,9,61,52
5830,Усенов Назгуль,19,female,64,93,53,low,1,87,54
5831,Жумабаев Айжан,19,female,87,78,100,low,0,63,78
5832,Сариев Рустам,23,female,69,58,97,medium,6,74,100
5833,Шаршенов Эрмек,21,female,84,97,53,medium,9,98,77
5834,Токтосунов Кундуз,23,female,90,76,53,high,10,56,85
5835,Жумабаев Жамиля,23,male,67,65,91,medium,6,96,97
5836,Исмаилов Тимур,23,female,90,99,75,high,3,75,74
5837,Шаршенов Асель,24,male,98,100,70,medium,3,60,99
5838,Асанов Жанара,19,male,63,91,77,high,10,51,97
5839,Усенов Нурлан,20,female,50,60,69,medium,5,97,54
5840,Асанов Назгуль,18,male,91,80,78,low,2,59,79
5841,Кубатбеков Асель,25,male,59,85,61,high,7,75,69
5842,Токтосунов Азиз,19,female,78,61,73,low,2,67,97
5843,Токтосунов Нурлан,25,female,52,97,82,medium,4,80,92
5844,Жумабаев Бегимай,24,female,68,61,68,medium,6,54,87
5845,Кудайбергенов Бакыт,21,male,100,67,57,low,7,74,98
5846,Исмаилов Азиз,24,male,50,71,79,high,7,90,58
5847,Шаршенов Айгуль,22,female,54,97,92,high,10,65,77
5848,Асанов Марат,25,female,83,79,63,high,1,96,86
5849,Кубатбеков Гулнара,18,male,81,87,78,medium,6,74,88
5850,Кубатбеков Кундуз,18,female,70,66,63,high,1,62,86
5851,Кубатбеков Назгуль,24,male,85,73,53,high,3,86,72
5852,Бекмурзаев Бегимай,20,male,56,98,53,high,7,59,64
5853,Бекмурзаев Жамиля,20,male,69,94,83,high,6,82,90
5854,Асанов Рустам,24,male,76,64,74,low,8,61,62
5855,Сариев Марат,19,male,97,64,69,low,0,55,78
5856,Кудайбергенов Бакыт,19,male,75,67,96,high,10,71,72
5857,Сариев Асель,24,male,51,85,72,low,1,83,55
5858,Исмаилов Канат,22,female,55,94,99,high,6,98,64
5859,Токтосунов Жанат,18,female,79,70,92,high,3,60,64
5860,Сариев Тимур,25,male,90,53,90,low,3,60,75
5861,Шаршенов Нурлан,20,female,96,92,95,medium,2,71,71
5862,Жумабаев Марат,18,female,67,70,83,low,4,60,68
5863,Сариев Асель,24,male,73,90,81,high,7,86,95
5864,Сариев Жанат,21,female,71,77,73,low,7,65,72
5865,Асанов Бегимай,19,female,93,87,98,low,7,80,70
5866,Асанов Эрмек,23,male,98,61,88,low,10,69,99
5867,Кубатбеков Эрмек,19,female,50,53,69,low,9,79,79
5868,Шаршенов Марат,22,male,64,57,79,low,10,88,59
5869,Исмаилов Айжан,23,male,93,70,57,medium,7,97,63
5870,Исмаилов Бакыт,19,male,84,70,78,medium,0,71,81
5871,Жумабаев Жанара,20,female,58,67,64,low,2,76,93
5872,Токтосунов Айгуль,24,male,93,97,59,low,10,55,51
5873,Асанов Эрмек,20,male,69,87,69,medium,1,82,74
5874,Токтосунов Жанат,21,female,72,65,72,high,2,52,62
5875,Сариев Тимур,22,male,66,57,80,low,0,99,67
5876,Токтосунов Марат,22,female,76,57,81,high,4,84,87
5877,Жумабаев Бакыт,19,male,96,82,73,medium,2,72,94
5878,Токтосунов Жанат,23,male,86,81,94,high,8,69,79
5879,Шаршенов Жанат,22,male,55,74,54,high,4,66,58
5880,Асанов Рустам,23,female,89,92,78,high,10,66,91
5881,Асанов Кундуз,18,male,50,78,68,medium,9,77,84
5882,Усенов Жамиля,23,female,57,71,89,low,2,59,75
5883,Кудайбергенов Тимур,24,female,53,100,91,high,5,57,52
5884,Асанов Кундуз,20,male,81,59,77,medium,10,50,59
5885,Жумабаев Марат,21,female,80,55,89,low,9,54,93
5886,Исмаилов Кундуз,22,female,92,71,95,medium,1,83,67
5887,Кудайбергенов Бегимай,20,female,85,88,55,medium,4,56,90
5888,Бекмурзаев Кундуз,19,female,77,75,97,low,10,50,52
5889,Токтосунов Айжан,25,female,88,85,72,low,5,82,61
5890,Шаршенов Айгуль,23,female,55,74,73,high,1,95,61
5891,Сариев Гулнара,24,male,85,69,84,medium,3,73,78
5892,Исмаилов Рустам,21,male,89,57,79,medium,4,87,76
5893,Жумабаев Рустам,22,female,59,62,67,medium,2,62,52
5894,Жумабаев Кундуз,25,female,62,85,92,medium,3,57,74
5895,Усенов Жамиля,25,female,98,83,55,low,5,65,64
5896,Исмаилов Бакыт,18,male,85,88,61,low,2,82,91
5897,Исмаилов Бакыт,22,female,67,83,93,medium,9,81,98
5898,Жумабаев Айгуль,22,female,89,83,78,medium,4,63,99
5899,Кудайбергенов Жамиля,25,male,73,69,68,low,0,63,79
5900,Кубатбеков Жамиля,21,male,54,68,85,high,6,78,91
5901,Сариев Тимур,20,female,91,93,64,high,8,82,52
