id,fullname,age,gender,math_grade,literature_grade,attendance,participation,homework,midterm_grade,final_grade
2545,Жумабаев Эрмек,22,male,83,70,58,medium,5,54,89
2546,Бекмурзаев Тимур,19,male,81,98,77,medium,7,75,70
2547,Исмаилов Бакыт,21,male,96,99,77,high,9,88,96
2548,Асанов Азиз,24,female,58,96,69,medium,7,98,57
2549,Сариев Гулнара,19,female,90,72,57,medium,3,51,50
2550,Асанов Жанара,19,male,59,61,69,medium,10,86,87
2551,Кудайбергенов Жанат,23,female,61,97,60,low,2,58,55
2552,Жумабаев Бегимай,20,female,89,61,65,low,3,78,70
2553,Кудайбергенов Эрмек,24,female,89,70,63,medium,10,97,89
2554,Кудайбергенов Бакыт,25,female,50,75,92,high,3,99,87
2555,Кудайбергенов Айжан,18,male,64,87,81,medium,8,90,73
2556,Сариев Назгуль,18,male,78,89,80,high,0,86,71
2557,Жумабаев Канат,20,male,64,90,90,low,4,89,73
2558,Кубатбеков Айгуль,18,female,87,66,67,low,1,67,55
2559,Шаршенов Жамиля,25,male,95,53,88,medium,10,99,71
2560,Шаршенов Кундуз,25,male,51,64,65,medium,5,72,66
2561,Кубатбеков Канат,20,female,87,66,83,medium,0,65,72
2562,Бекмурзаев Азиз,19,female,87,72,59,medium,8,95,50
2563,Асанов Бегимай,19,male,55,80,83,low,6,79,83
2564,Усенов Бегимай,21,female,79,50,60,high,9,63,98
2565,Исмаилов Нурлан,25,female,58,63,60,medium,6,63,91
2566,Усенов Асель,23,male,67,53,81,low,3,89,86
2567,Бекмурзаев Канат,18,male,81,81,59,low,8,91,74
2568,Шаршенов Канат,20,female,66,70,91,high,5,91,100
2569,Сариев Бегимай,23,male,54,67,51,medium,0,92,79
2570,Кубатбеков Эльмира,23,female,88,90,90,high,8,72,88
2571,Кудайбергенов Назгуль,20,female,54,76,89,low,7,83,70
2572,Шаршенов Жанара,25,male,62,68,89,medium,4,69,62
2573,Асанов Жанат,20,female,59,52,92,low,1,51,75
2574,Асанов Тимур,19,male,77,77,50,high,3,62,89
2575,Шаршенов Азиз,22,female,97,78,60,low,8,77,50
2576,Усенов Азиз,18,female,79,100,55,high,1,74,84
2577,Исмаилов Бакыт,18,female,62,64,63,low,1,98,80
2578,Шаршенов Эрмек,21,male,53,86,66,high,8,68,95
2579,Сариев Асель,19,female,76,91,79,high,2,85,55
2580,Кудайбергенов Асель,23,male,71,56,87,medium,9,71,100
2581,Исмаилов Айгуль,25,female,57,78,62,low,10,98,97
2582,Шаршенов Айбек,21,male,55,64,57,low,10,92,100
2583,Исмаилов Азиз,24,female,65,59,59,high,10,73,52
2584,Асанов Эрмек,25,female,62,96,52,medium,8,66,59
2585,Жумабаев Канат,25,male,57,51,67,high,0,83,73
2586,Сариев Бегимай,20,female,63,72,88,medium,0,98,89
2587,Кубатбеков Азиз,23,female,64,93,72,medium,3,99,72
2588,Жумабаев Азиз,24,male,74,91,55,medium,3,88,52
2589,Жумабаев Эльмира,19,male,65,92,87,high,8,51,98
2590,Кудайбергенов Жанара,19,male,61,56,51,medium,10,99,71
2591,Жумабаев Асель,20,female,52,100,95,low,0,88,98
2592,Кудайбергенов Рустам,24,male,96,57,80,low,4,85,67
2593,Токтосунов Азиз,24,female,81,90,50,medium,10,85,96
2594,Токтосунов Айбек,25,male,80,93,88,low,1,89,50
2595,Усенов Тимур,19,female,93,62,78,high,4,58,82
2596,Жумабаев Марат,21,female,56,51,55,low,1,76,60
2597,Исмаилов Азиз,19,male,72,55,60,medium,10,64,73
2598,Кубатбеков Эльмира,22,male,88,56,53,medium,10,83,85
2599,Сариев Айжан,23,male,63,80,67,high,4,81,74
2600,Кудайбергенов Кундуз,22,female,58,64,57,high,5,86,54
2601,Кудайбергенов Айгуль,22,male,59,59,68,high,7,86,93
2602,Асанов Жамиля,24,female,72,53,72,high,9,76,53
2603,Бекмурзаев Бегимай,23,male,82,84,96,high,6,93,71
2604,Усенов Жанат,20,female,83,97,94,medium,1,79,76
2605,Бекмурзаев Рустам,24,female,62,76,81,high,5,87,83
2606,Кубатбеков Бегимай,23,female,87,53,51,medium,10,54,76
2607,Жумабаев Бегимай,24,female,83,52,82,low,4,98,60
2608,Сариев Нурлан,23,male,74,52,70,low,0,64,78
2609,Бекмурзаев Нурлан,23,female,84,54,73,high,0,71,76
2610,Шаршенов Жамиля,20,male,66,80,94,medium,8,62,61
2611,Усенов Кундуз,25,male,56,93,53,medium,4,67,85
2612,Исмаилов Назгуль,22,female,95,78,81,high,3,56,50
2613,Шаршенов Жанара,21,female,85,62,65,low,3,100,84
2614,Шаршенов Марат,20,male,82,82,55,low,0,53,71
2615,Сариев Гулнара,25,female,90,85,54,low,7,76,79
2616,Кудайбергенов Рустам,25,male,62,77,71,high,1,94,72
2617,Кубатбеков Жанат,19,male,59,59,90,medium,7,52,67
2618,Бекмурзаев Айжан,25,female,94,66,72,low,3,100,98
2619,Шаршенов Нурлан,24,female,58,89,81,high,7,74,83
2620,Асанов Рустам,22,male,50,72,92,high,9,80,66
2621,Кудайбергенов Айгуль,25,female,52,69,99,high,5,51,79
2622,Усенов Тимур,22,female,93,67,66,medium,5,84,87
2623,Кубатбеков Марат,22,female,71,69,91,medium,7,57,58
2624,Бекмурзаев Бегимай,22,male,51,70,91,low,3,79,82
2625,Кубатбеков Азиз,18,male,75,54,80,high,10,84,68
2626,Кубатбеков Жанат,25,male,90,78,51,medium,4,93,90
2627,Асанов Бегимай,25,male,97,68,64,high,8,80,72
2628,Кубатбеков Назгуль,19,male,94,90,73,low,2,62,73
2629,Кудайбергенов Айгуль,25,male,50,71,56,low,7,80,74
2630,Шаршенов Нурлан,23,male,99,58,64,medium,0,85,79
2631,Усенов Тимур,24,female,88,58,60,high,2,78,78
2632,Бекмурзаев Айгуль,18,female,73,86,71,high,2,63,85
2633,Кудайбергенов Жанара,24,male,94,84,62,medium,6,75,61
2634,Токтосунов Асель,18,female,75,75,66,high,4,53,58
2635,Токтосунов Кундуз,18,female,77,62,69,medium,10,87,82
2636,Токтосунов Айжан,19,male,89,64,53,medium,4,61,95
2637,Бекмурзаев Жамиля,18,female,80,59,64,high,8,70,57
2638,Кубатбеков Эльмира,24,female,55,79,76,medium,0,89,70
2639,Токтосунов Эльмира,23,female,87,89,92,medium,3,56,92
2640,Кудайбергенов Жанат,21,male,68,89,96,low,2,67,62
2641,Жумабаев Жанат,24,male,60,54,75,high,7,75,89
2642,Жумабаев Кундуз,19,male,70,99,97,medium,9,50,64
2643,Сариев Канат,20,female,84,97,94,medium,6,63,75
2644,Асанов Айбек,23,male,79,70,94,medium,9,86,82
2645,Кудайбергенов Айгуль,25,female,69,94,74,high,2,72,91
2646,Кудайбергенов Эрмек,22,female,100,75,78,medium,10,74,89
2647,Исмаилов Айгуль,20,male,99,90,66,high,0,82,98
2648,Бекмурзаев Бегимай,20,male,93,96,50,high,10,99,86
2649,Кудайбергенов Тимур,19,male,57,74,93,low,6,72,81
2650,Исмаилов Кундуз,19,male,94,93,92,medium,0,50,91
2651,Сариев Марат,22,female,75,62,87,low,8,68,63
2652,Жумабаев Кундуз,20,male,63,88,64,low,6,82,98
2653,Кудайбергенов Канат,19,female,86,75,84,low,4,56,84
2654,Токтосунов Айбек,18,female,53,67,62,low,7,61,62
2655,Сариев Айжан,23,female,73,75,98,high,5,60,91
2656,Асанов Азиз,19,male,89,80,90,high,5,56,57
2657,Жумабаев Назгуль,21,male,94,51,64,low,9,88,64
2658,Кубатбеков Жамиля,19,female,97,94,71,low,0,64,73
2659,Токтосунов Назгуль,22,female,62,74,66,medium,6,99,97
2660,Асанов Айбек,21,female,78,82,91,high,10,64,70
2661,Токтосунов Айбек,24,male,77,67,55,high,6,55,51
2662,Жумабаев Бегимай,25,male,57,77,71,high,4,61,85
2663,Кубатбеков Эльмира,19,male,64,60,51,medium,0,76,80
2664,Исмаилов Назгуль,21,male,65,60,61,low,3,65,50
2665,Сариев Эрмек,23,female,87,93,69,low,2,82,82
2666,Усенов Марат,24,male,100,50,96,high,6,82,91
2667,Кудайбергенов Назгуль,18,female,72,73,50,high,3,68,64
2668,Шаршенов Рустам,23,male,61,78,82,high,6,78,78
2669,Жумабаев Азиз,22,female,61,64,86,medium,0,93,61
2670,Сариев Эрмек,19,female,75,92,94,high,4,96,93
2671,Усенов Айжан,24,female,88,87,69,medium,0,69,64
2672,Жумабаев Жанат,18,male,57,63,84,medium,10,79,100
2673,Кубатбеков Айбек,24,female,88,60,88,low,0,54,98
2674,Токтосунов Айжан,20,male,84,64,79,low,8,65,61
2675,Исмаилов Жанара,22,female,82,73,54,high,6,66,76
2676,Исмаилов Марат,24,female,99,91,56,low,7,95,87
2677,Жумабаев Нурлан,22,male,97,79,86,high,4,97,53
2678,Жумабаев Гулнара,25,female,86,51,99,medium,8,83,90
2679,Токтосунов Бакыт,18,male,72,75,96,high,8,79,55
2680,Кудайбергенов Бакыт,19,female,80,95,96,medium,2,76,87
2681,Усенов Жанара,25,female,81,83,96,high,0,71,97
2682,Бекмурзаев Нурлан,23,male,78,67,99,medium,0,89,66
2683,Кудайбергенов Тимур,22,female,60,63,82,medium,10,84,60
2684,Жумабаев Айжан,20,male,76,91,52,medium,1,94,96
2685,Исмаилов Эрмек,24,female,83,69,94,medium,8,83,53
2686,Кудайбергенов Назгуль,20,male,52,69,52,medium,1,67,65
2687,Сариев Эльмира,19,male,51,57,57,high,5,84,54
2688,Кудайбергенов Кундуз,19,male,66,65,69,medium,9,54,56
2689,Бекмурзаев Тимур,22,female,74,58,97,high,4,57,99
2690,Жумабаев Асель,21,male,79,57,51,high,8,66,99
2691,Шаршенов Жамиля,20,female,50,68,68,low,10,81,62
2692,Бекмурзаев Кундуз,21,male,88,54,69,high,7,86,82
2693,Сариев Азиз,23,male,51,82,98,high,6,75,79
2694,Асанов Канат,19,male,95,57,68,medium,7,75,84
2695,Шаршенов Айжан,18,female,54,77,85,high,6,94,82
2696,Бекмурзаев Эрмек,21,female,88,83,99,high,6,74,90
2697,Исмаилов Рустам,24,male,89,94,79,low,6,60,79
2698,Кудайбергенов Гулнара,23,male,85,71,77,high,1,56,83
2699,Кудайбергенов Гулнара,20,female,50,79,60,medium,9,50,73
2700,Токтосунов Марат,18,female,62,89,54,high,9,77,87
2701,Асанов Гулнара,24,male,65,65,59,medium,4,83,68
2702,Исмаилов Тимур,22,male,69,56,87,low,5,93,57
2703,Исмаилов Эльмира,24,female,93,89,68,low,2,73,84
2704,Сариев Бегимай,18,female,89,53,54,medium,3,89,51
2705,Асанов Асель,19,male,96,56,61,high,6,100,66
2706,Усенов Бакыт,25,male,83,82,80,low,1,56,73
2707,Асанов Назгуль,18,male,62,98,51,high,6,94,67
2708,Сариев Айбек,25,male,82,78,73,high,10,60,78
2709,Шаршенов Жанара,19,male,69,65,56,high,0,78,73
2710,Шаршенов Эрмек,24,male,74,99,97,high,0,88,86
2711,Асанов Жанат,22,female,91,69,69,high,10,68,88
2712,Кудайбергенов Айбек,21,male,55,70,93,high,9,98,80
2713,Шаршенов Бакыт,23,male,52,61,99,high,1,91,73
2714,Жумабаев Марат,18,male,91,88,100,low,2,72,99
2715,Сариев Кундуз,22,male,51,100,53,low,9,59,88
2716,Сариев Бакыт,24,male,51,97,59,low,7,94,71
2717,Кудайбергенов Бакыт,21,male,81,51,78,low,9,60,55
2718,Усенов Кундуз,23,male,77,82,100,low,0,97,100
2719,Шаршенов Азиз,18,female,89,77,70,high,1,76,99
2720,Усенов Бакыт,21,female,60,51,63,medium,8,80,61
2721,Шаршенов Тимур,21,male,85,88,93,low,7,96,77
2722,Шаршенов Асель,24,female,56,87,72,high,1,86,84
2723,Асанов Назгуль,18,female,82,97,71,medium,5,74,73
2724,Асанов Канат,21,male,90,55,55,low,10,99,80
2725,Асанов Нурлан,20,female,82,86,96,high,9,96,86
2726,Исмаилов Асель,22,male,58,53,77,medium,10,61,67
2727,Жумабаев Жанара,20,female,83,90,70,high,0,50,50
2728,Кудайбергенов Тимур,20,male,96,61,78,low,1,64,72
2729,Сариев Айжан,21,female,51,92,75,low,2,59,95
2730,Исмаилов Тимур,25,female,71,66,87,medium,4,55,98
2731,Исмаилов Азиз,24,female,95,74,68,low,5,89,58
2732,Бекмурзаев Бакыт,21,male,53,94,62,low,4,82,70
2733,Кудайбергенов Бегимай,25,female,91,90,79,medium,7,76,77
2734,Исмаилов Гулнара,19,female,99,88,62,medium,3,52,81
2735,Кудайбергенов Эрмек,22,male,94,82,95,low,6,67,95
2736,Сариев Айгуль,25,female,95,62,80,medium,6,51,87
2737,Токтосунов Айгуль,20,male,59,66,59,low,9,54,63
2738,Токтосунов Кундуз,21,male,100,64,96,low,9,94,77
2739,Исмаилов Айбек,22,male,78,60,61,low,5,89,62
2740,Асанов Рустам,23,male,85,57,68,low,3,76,83
2741,Шаршенов Жанат,20,male,68,90,68,low,0,86,66
2742,Сариев Айгуль,22,female,98,62,53,medium,9,51,59
2743,Кудайбергенов Назгуль,22,female,75,85,63,high,5,79,57
2744,Бекмурзаев Эльмира,22,female,78,63,65,medium,1,74,55
2745,Кубатбеков Рустам,22,female,58,98,96,high,0,88,93
2746,Исмаилов Асель,21,male,98,76,70,low,8,81,74
2747,Токтосунов Марат,25,female,82,71,96,medium,4,71,84
2748,Токтосунов Нурлан,24,male,89,91,89,high,0,91,83
2749,Исмаилов Марат,22,male,88,56,60,low,7,71,86
2750,Кудайбергенов Марат,22,female,63,84,74,low,8,82,68
2751,Сариев Нурлан,25,female,68,78,86,medium,3,89,99
2752,Усенов Нурлан,23,female,51,87,71,medium,3,97,92
2753,Асанов Канат,22,male,97,65,79,medium,3,53,50
2754,Кудайбергенов Айгуль,25,female,69,64,75,high,10,64,60
2755,Шаршенов Азиз,25,male,54,92,77,medium,0,90,85
2756,Кубатбеков Эрмек,18,female,74,56,83,high,6,93,64
2757,Сариев Гулнара,24,female,52,62,56,high,9,60,59
2758,Усенов Азиз,19,female,54,65,56,medium,0,83,84
2759,Асанов Бакыт,22,male,93,59,59,low,7,50,95
2760,Жумабаев Марат,21,male,66,62,99,low,2,53,74
2761,Асанов Бегимай,24,male,68,62,93,high,3,96,67
2762,Шаршенов Бегимай,18,male,82,87,81,low,5,94,56
2763,Кудайбергенов Жанат,23,female,86,81,57,low,5,75,90
2764,Бекмурзаев Кундуз,18,female,74,69,100,medium,7,95,84
2765,Жумабаев Кундуз,22,female,78,61,85,medium,0,80,58
2766,Токтосунов Жамиля,24,male,58,55,59,low,6,90,91
2767,Исмаилов Бакыт,21,female,62,78,100,low,6,91,80
2768,Шаршенов Канат,21,female,53,75,69,low,5,79,74
2769,Исмаилов Азиз,25,male,90,76,51,low,1,64,61
2770,Бекмурзаев Жанара,20,male,71,99,91,medium,3,57,66
2771,Исмаилов Нурлан,24,female,50,62,65,medium,10,94,95
2772,Усенов Назгуль,23,male,73,51,81,low,10,68,72
2773,Усенов Айбек,22,male,91,95,90,medium,7,92,57
2774,Жумабаев Нурлан,24,male,62,51,65,high,6,92,57
2775,Токтосунов Эрмек,22,female,52,70,69,high,5,93,60
2776,Сариев Азиз,24,male,66,93,89,medium,0,74,61
2777,Сариев Азиз,24,male,61,65,82,medium,5,79,62
2778,Жумабаев Кундуз,22,female,86,66,50,high,3,62,68
2779,Сариев Азиз,22,female,98,79,98,low,4,97,74
2780,Бекмурзаев Назгуль,25,male,98,96,58,high,1,72,55
2781,Шаршенов Назгуль,18,female,80,67,98,high,4,100,67
2782,Усенов Эрмек,25,female,97,56,57,low,6,54,98
2783,Бекмурзаев Бегимай,18,female,88,88,75,medium,2,71,99
2784,Токтосунов Айжан,20,female,64,71,77,high,2,90,64
2785,Шаршенов Назгуль,22,female,71,75,74,low,1,61,89
2786,Сариев Асель,25,female,55,52,57,medium,7,94,78
2787,Токтосунов Айгуль,19,male,51,71,97,low,9,67,77
2788,Жумабаев Назгуль,23,female,72,61,82,low,7,98,78
2789,Токтосунов Нурлан,19,female,95,66,59,medium,2,95,87
2790,Сариев Марат,18,female,97,68,91,medium,1,98,92
2791,Бекмурзаев Айгуль,18,female,93,98,70,low,7,80,78
2792,Бекмурзаев Эльмира,18,male,57,59,67,low,6,51,66
