id,fullname,age,gender,math_grade,literature_grade,attendance,participation,homework,midterm_grade,final_grade
9674,Кубатбеков Айбек,22,female,95,73,83,high,6,81,52
9675,Усенов Тимур,18,female,69,90,66,medium,7,62,89
9676,Сариев Эрмек,23,female,67,84,52,high,1,58,74
9677,Кубатбеков Азиз,22,male,88,54,52,high,2,52,71
9678,Исмаилов Канат,18,male,78,85,88,low,9,80,84
9679,Кудайбергенов Канат,23,female,99,81,100,high,4,62,60
9680,Токтосунов Эльмира,24,female,53,55,90,medium,5,74,71
9681,Сариев Рустам,19,female,92,56,76,medium,5,50,95
9682,Бекмурзаев Назгуль,22,female,50,57,67,medium,1,96,84
9683,Кубатбеков Рустам,18,male,78,68,95,high,7,88,56
9684,Усенов Айбек,21,male,68,89,80,low,3,52,51
9685,Шаршенов Канат,19,female,67,84,73,low,0,53,81
9686,Усенов Эрмек,21,female,62,86,81,high,6,88,59
9687,Токтосунов Назгуль,24,male,90,99,95,high,3,65,58
9688,Кудайбергенов Айгуль,25,female,94,65,56,medium,6,71,53
9689,Усенов Нурлан,21,male,60,82,83,low,10,66,67
9690,Бекмурзаев Эрмек,20,female,50,67,74,high,5,87,91
9691,Асанов Эрмек,19,female,92,62,63,high,4,82,88
9692,Асанов Гулнара,20,male,66,93,69,low,4,82,55
9693,Кубатбеков Азиз,21,female,90,83,91,medium,5,94,75
9694,Шаршенов Айгуль,23,female,92,99,80,high,3,84,91
9695,Кубатбеков Асель,24,male,98,80,81,high,2,54,78
9696,Кудайбергенов Бегимай,21,female,60,95,61,medium,7,97,87
9697,Сариев Бегимай,24,male,77,77,70,low,8,91,97
9698,Сариев Кундуз,25,male,70,79,93,low,8,91,86
9699,Шаршенов Нурлан,18,male,65,86,73,high,9,75,65
9700,Токтосунов Асель,22,male,67,91,58,high,7,51,50
9701,Жумабаев Эрмек,25,female,90,82,85,medium,2,99,70
9702,Исмаилов Бегимай,18,male,53,98,58,high,0,85,100
9703,Исмаилов Рустам,24,male,82,78,99,low,5,76,93
9704,Кубатбеков Рустам,23,female,74,64,87,low,6,60,97
9705,Исмаилов Бакыт,24,male,72,86,51,low,5,65,94
9706,Усенов Бегимай,25,female,57,80,76,high,10,83,70
9707,Исмаилов Кундуз,19,female,83,69,60,high,3,59,87
9708,Жумабаев Азиз,21,female,85,95,91,high,8,73,58
9709,Сариев Канат,22,female,72,67,81,low,6,71,97
9710,Бекмурзаев Асель,20,male,60,91,93,high,7,72,83
9711,Сариев Назгуль,25,female,59,93,89,high,5,65,60
9712,Шаршенов Гулнара,21,male,50,86,94,low,2,84,54
9713,Кудайбергенов Азиз,23,male,73,100,54,high,10,65,95
9714,Усенов Канат,20,male,50,77,94,low,9,70,67
9715,Сариев Нурлан,18,female,84,78,53,high,7,78,63
9716,Жумабаев Бегимай,25,male,75,91,60,medium,10,55,89
9717,Усенов Марат,19,female,88,58,56,medium,2,64,95
9718,Исмаилов Азиз,20,female,76,88,54,medium,5,70,55
9719,Сариев Марат,25,female,73,76,65,low,6,60,82
9720,Усенов Марат,25,female,83,57,93,high,0,53,59
9721,Шаршенов Нурлан,23,male,81,82,75,high,1,93,51
9722,Кубатбеков Канат,20,female,53,75,63,low,0,81,97
9723,Шаршенов Айбек,18,female,53,66,85,low,1,98,50
9724,Сариев Айбек,21,male,51,86,99,low,0,98,51
9725,Сариев Кундуз,22,male,86,65,82,medium,7,56,64
9726,Исмаилов Эрмек,19,male,50,99,62,medium,3,87,52
9727,Асанов Жанара,22,female,86,81,88,low,10,94,93
9728,Асанов Айбек,23,male,77,93,90,medium,2,94,73
9729,Кудайбергенов Бакыт,19,male,68,85,83,high,7,100,81
9730,Исмаилов Канат,24,male,99,87,82,high,9,64,58
9731,Сариев Азиз,25,female,59,53,94,high,5,99,86
9732,Шаршенов Айжан,21,male,52,91,97,medium,1,90,69
9733,Кудайбергенов Эльмира,21,male,98,57,71,medium,0,52,66
9734,Исмаилов Асель,19,male,86,67,96,high,9,57,81
9735,Жумабаев Эльмира,25,female,89,83,98,low,7,88,92
9736,Шаршенов Жанат,19,female,62,89,61,low,0,84,69
9737,Исмаилов Марат,20,male,89,90,53,medium,8,98,97
9738,Жумабаев Канат,20,female,65,88,53,high,8,74,51
9739,Кубатбеков Айбек,23,male,88,78,75,high,7,55,85
9740,Усенов Гулнара,22,female,93,58,99,medium,7,95,69
9741,Кубатбеков Жанара,19,female,94,98,67,high,9,86,69
9742,Кубатбеков Гулнара,23,male,63,50,75,low,4,97,56
9743,Бекмурзаев Бегимай,19,male,89,73,96,high,0,54,73
9744,Бекмурзаев Нурлан,25,female,92,86,90,medium,8,58,65
9745,Токтосунов Бакыт,19,male,66,77,82,medium,8,93,74
9746,Токтосунов Айжан,25,male,69,80,69,medium,4,68,78
9747,Токтосунов Рустам,21,male,55,85,55,high,0,79,97
9748,Усенов Бакыт,23,female,77,76,52,high,10,88,93
9749,Кудайбергенов Бакыт,22,male,60,89,87,low,9,61,59
9750,Жумабаев Марат,25,female,62,64,67,low,2,89,56
9751,Исмаилов Назгуль,21,female,98,64,59,medium,6,99,63
9752,Кубатбеков Бакыт,22,male,79,62,53,low,0,61,67
9753,Асанов Жанат,22,male,96,90,54,high,9,87,87
9754,Токтосунов Назгуль,22,male,87,51,75,medium,2,74,59
9755,Кубатбеков Айжан,19,male,75,62,80,low,3,68,68
9756,Жумабаев Асель,20,male,62,84,52,high,4,96,82
9757,Сариев Канат,19,male,57,89,60,medium,2,77,85
9758,Исмаилов Тимур,25,male,98,65,75,medium,0,89,52
9759,Кудайбергенов Рустам,19,female,95,84,54,low,1,62,97
9760,Усенов Тимур,24,male,66,83,62,medium,4,64,64
9761,Кубатбеков Азиз,22,female,65,66,99,low,8,57,89
9762,Кудайбергенов Жанара,21,male,68,53,56,high,7,56,76
9763,Жумабаев Жамиля,22,female,99,65,74,high,6,99,86
9764,Кудайбергенов Айгуль,18,male,70,53,62,high,6,83,54
9765,Шаршенов Нурлан,19,male,60,85,52,medium,6,84,68
9766,Исмаилов Назгуль,22,female,97,51,50,high,1,54,71
9767,Исмаилов Айжан,21,female,80,67,55,high,8,80,73
9768,Жумабаев Айжан,24,female,60,55,88,high,2,50,63
9769,Асанов Канат,22,female,93,64,52,high,3,80,61
9770,Токтосунов Эльмира,21,male,88,84,90,low,0,76,95
9771,Усенов Жамиля,25,female,98,63,92,low,6,97,90
9772,Жумабаев Нурлан,20,female,97,63,85,low,5,93,51
9773,Бекмурзаев Канат,21,female,85,63,76,low,9,100,55
9774,Сариев Нурлан,20,male,80,86,71,high,4,98,97
9775,Токтосунов Жамиля,19,female,98,86,80,low,9,52,66
9776,Шаршенов Канат,24,female,92,62,50,medium,6,84,55
9777,Бекмурзаев Бегимай,20,female,71,72,58,low,4,64,72
9778,Шаршенов Жамиля,18,male,92,66,55,low,2,98,74
9779,Кудайбергенов Асель,22,female,96,63,56,low,8,62,53
9780,Усенов Азиз,24,female,60,94,67,low,9,70,91
9781,Кудайбергенов Бегимай,22,female,55,94,91,low,0,97,82
9782,Токтосунов Жамиля,20,male,63,88,71,high,6,68,54
9783,Токтосунов Бакыт,20,female,88,86,78,low,10,88,76
9784,Усенов Айгуль,22,male,58,90,77,medium,2,94,83
9785,Усенов Эльмира,23,female,61,75,98,medium,3,53,80
9786,Бекмурзаев Айбек,19,female,94,66,74,medium,8,69,50
9787,Жумабаев Эрмек,21,male,76,55,80,high,2,74,72
9788,Исмаилов Айгуль,25,male,60,87,96,low,0,97,91
9789,Сариев Нурлан,25,female,75,98,98,high,3,82,74
9790,Усенов Бакыт,20,female,87,66,78,medium,5,54,86
9791,Исмаилов Кундуз,18,female,98,56,63,medium,0,82,95
9792,Асанов Айжан,24,male,50,95,70,high,8,77,89
9793,Жумабаев Жанат,21,male,54,65,50,low,3,84,89
9794,Сариев Эрмек,24,male,100,95,95,high,4,80,88
9795,Жумабаев Жамиля,23,female,69,75,81,low,5,87,95
9796,Бекмурзаев Эльмира,25,female,98,50,96,medium,6,78,51
9797,Сариев Марат,19,male,97,87,66,medium,7,81,51
9798,Токтосунов Гулнара,18,female,63,75,57,medium,7,71,70
9799,Асанов Гулнара,18,male,54,66,79,medium,2,53,50
9800,Кудайбергенов Айжан,20,male,82,63,50,low,0,63,81
9801,Бекмурзаев Канат,19,female,64,53,84,high,2,70,93
9802,Исмаилов Тимур,18,male,84,64,95,low,5,72,81
9803,Сариев Нурлан,18,female,87,97,65,low,10,59,77
9804,Токтосунов Айбек,22,male,62,79,87,high,1,64,90
9805,Бекмурзаев Назгуль,20,female,69,76,96,medium,5,66,83
9806,Токтосунов Жамиля,23,male,60,82,65,low,7,56,86
9807,Токтосунов Бакыт,19,female,90,54,70,low,2,51,81
9808,Усенов Тимур,25,female,75,86,58,medium,0,53,79
9809,Исмаилов Гулнара,23,male,85,98,63,medium,0,95,98
9810,Усенов Бакыт,20,male,80,77,87,high,2,51,88
9811,Асанов Гулнара,24,male,92,88,96,low,7,81,71
9812,Усенов Жамиля,20,male,59,86,93,medium,4,61,99
9813,Кубатбеков Нурлан,18,female,98,90,63,medium,2,62,84
9814,Асанов Марат,20,male,53,62,51,medium,10,82,65
9815,Сариев Азиз,19,female,56,90,61,medium,0,70,65
9816,Токтосунов Назгуль,25,male,79,77,85,medium,3,64,50
9817,Кубатбеков Кундуз,24,male,83,61,93,low,3,54,97
9818,Сариев Нурлан,22,male,79,85,95,medium,5,72,95
9819,Токтосунов Гулнара,25,female,77,71,58,low,2,79,55
9820,Усенов Эрмек,23,female,94,86,61,medium,4,68,50
9821,Исмаилов Жамиля,22,male,87,83,69,high,7,88,75
9822,Шаршенов Эльмира,19,female,80,51,54,high,4,59,81
9823,Жумабаев Асель,19,male,74,92,66,low,8,72,80
9824,Токтосунов Азиз,21,female,67,74,84,high,6,62,56
9825,Исмаилов Асель,25,male,88,71,68,high,9,68,88
9826,Токтосунов Гулнара,25,female,70,85,66,low,4,81,65
9827,Шаршенов Айбек,24,male,87,55,63,high,1,79,74
9828,Кубатбеков Эльмира,25,female,53,87,83,high,5,50,85
9829,Бекмурзаев Эрмек,24,male,86,52,56,low,0,55,61
9830,Асанов Назгуль,19,male,50,59,86,medium,8,94,61
9831,Усенов Эрмек,20,male,63,67,75,high,9,56,66
9832,Бекмурзаев Марат,21,female,80,69,78,medium,6,61,76
9833,Токтосунов Жанара,23,female,79,58,55,medium,3,59,79
9834,Усенов Азиз,22,female,68,69,77,high,1,67,87
9835,Сариев Жанара,20,female,57,89,50,low,9,87,59
9836,Кубатбеков Назгуль,19,male,87,53,83,low,4,67,96
9837,Токтосунов Марат,25,male,84,89,98,medium,10,59,84
9838,Токтосунов Рустам,19,male,58,60,59,low,6,100,59
9839,Усенов Айжан,19,female,56,85,76,medium,10,60,51
9840,Усенов Азиз,25,male,71,90,54,high,1,77,71
9841,Шаршенов Жамиля,24,male,73,64,70,high,3,54,79
9842,Исмаилов Кундуз,18,male,94,63,73,low,1,99,87
9843,Исмаилов Тимур,24,male,100,87,54,low,3,76,67
9844,Усенов Асель,21,male,64,63,96,low,4,65,98
9845,Исмаилов Эрмек,22,male,90,58,74,low,9,58,56
9846,Усенов Канат,25,female,84,63,99,low,7,67,63
9847,Токтосунов Рустам,19,male,100,98,54,medium,4,63,51
9848,Бекмурзаев Азиз,24,male,61,76,66,high,1,97,66
9849,Кубатбеков Бегимай,20,female,74,76,89,medium,2,74,70
9850,Кудайбергенов Рустам,24,male,100,50,76,medium,9,84,52
9851,Шаршенов Нурлан,23,male,82,94,51,low,9,85,97
9852,Исмаилов Бакыт,22,male,71,91,61,high,8,73,53
9853,Кубатбеков Гулнара,20,male,85,81,100,high,4,82,90
9854,Усенов Тимур,22,male,89,57,76,high,6,51,88
9855,Бекмурзаев Кундуз,18,male,78,87,96,high,5,57,68
9856,Кудайбергенов Рустам,22,female,66,76,86,medium,10,55,68
9857,Шаршенов Бакыт,20,male,63,88,81,medium,3,71,88
9858,Асанов Айжан,23,male,89,67,51,medium,8,94,96
9859,Асанов Назгуль,18,female,61,75,63,low,9,75,68
9860,Шаршенов Канат,21,female,96,53,82,high,4,56,87
9861,Бекмурзаев Бегимай,19,male,96,73,79,medium,8,67,52
9862,Шаршенов Канат,23,female,66,87,72,high,0,65,84
9863,Кубатбеков Марат,24,male,64,84,99,high,3,50,68
9864,Асанов Рустам,18,male,79,56,72,medium,8,66,75
9865,Сариев Кундуз,20,male,98,63,84,high,10,93,57
9866,Кудайбергенов Марат,18,male,55,76,60,high,10,80,58
9867,Токтосунов Рустам,19,female,69,73,87,high,8,59,70
9868,Кудайбергенов Айжан,23,male,53,94,55,low,5,100,82
9869,Шаршенов Айгуль,21,male,54,97,51,high,4,82,52
9870,Кудайбергенов Айжан,25,male,51,54,80,low,8,55,65
9871,Кубатбеков Жамиля,25,female,88,90,77,high,9,74,98
9872,Токтосунов Эльмира,24,male,100,95,94,high,7,79,62
9873,Сариев Асель,24,female,62,76,86,medium,3,89,69
9874,Шаршенов Эрмек,18,female,76,57,58,high,9,88,72
9875,Исмаилов Рустам,18,male,99,51,89,medium,8,53,91
9876,Шаршенов Азиз,18,female,89,75,81,high,9,72,68
9877,Сариев Рустам,23,female,82,82,85,high,7,60,93
9878,Усенов Канат,18,male,92,64,66,high,6,58,77
9879,Кубатбеков Рустам,23,male,56,53,58,high,2,96,100
9880,Усенов Айжан,23,male,87,87,75,medium,6,98,93
9881,Усенов Айжан,23,male,54,61,67,high,0,80,98
9882,Усенов Жанат,20,female,71,52,51,high,0,95,78
9883,Шаршенов Тимур,18,female,64,66,64,low,8,95,66
9884,Шаршенов Айжан,22,male,65,88,61,medium,2,88,59
9885,Кубатбеков Эльмира,23,male,68,89,80,medium,6,60,91
9886,Шаршенов Нурлан,19,male,63,79,62,medium,9,90,74
9887,Сариев Асель,25,female,52,72,81,high,0,64,81
9888,Усенов Эльмира,22,male,84,50,76,high,7,85,59
9889,Кудайбергенов Канат,25,male,67,53,52,medium,9,65,64
9890,Шаршенов Канат,25,male,68,51,98,high,0,62,96
9891,Усенов Жамиля,22,male,71,50,77,low,9,61,50
9892,Кудайбергенов Айбек,23,male,75,79,87,medium,0,71,61
9893,Асанов Гулнара,19,female,69,76,99,low,6,84,64
9894,Кудайбергенов Асель,23,male,67,78,85,medium,4,73,53
9895,Жумабаев Жанат,19,male,64,96,51,medium,9,51,94
9896,Жумабаев Гулнара,20,male,62,52,84,medium,6,97,89
9897,Усенов Жанат,18,male,98,90,80,medium,6,83,69
9898,Кудайбергенов Бегимай,25,female,79,78,65,medium,0,90,54
9899,Жумабаев Айгуль,19,female,57,57,77,high,3,93,98
9900,Сариев Айгуль,18,male,94,60,76,low,3,53,68
9901,Кубатбеков Эльмира,21,female,60,83,88,medium,0,50,50
9902,Жумабаев Канат,18,female,65,81,90,high,9,95,52
9903,Кубатбеков Рустам,22,female,78,58,78,medium,4,61,84
9904,Жумабаев Тимур,25,male,66,53,54,high,10,72,86
9905,Кубатбеков Бегимай,19,female,69,88,100,high,1,98,68
9906,Бекмурзаев Айбек,21,female,94,82,79,medium,4,75,82
9907,Шаршенов Бегимай,24,female,68,69,91,low,1,91,94
9908,Асанов Бегимай,22,male,80,72,93,medium,6,57,62
9909,Бекмурзаев Бакыт,18,male,91,76,58,medium,6,96,86
9910,Усенов Эльмира,23,male,96,55,95,high,8,77,85
9911,Токтосунов Назгуль,22,female,60,92,59,high,8,51,86
9912,Усенов Эльмира,25,male,59,77,86,medium,3,98,81
9913,Асанов Рустам,19,male,89,66,74,high,2,55,84
9914,Бекмурзаев Айжан,24,female,83,93,60,medium,10,64,55
9915,Бекмурзаев Тимур,22,male,77,87,81,high,0,57,64
9916,Асанов Эльмира,22,male,65,63,71,low,4,87,96
9917,Исмаилов Эрмек,21,male,67,51,66,low,8,58,55
9918,Исмаилов Азиз,20,male,65,83,60,low,1,99,65
9919,Кубатбеков Эрмек,24,male,70,77,90,low,8,91,90
9920,Исмаилов Назгуль,25,male,67,68,72,medium,8,77,87
9921,Шаршенов Рустам,25,female,63,81,92,low,8,59,76
9922,Жумабаев Эрмек,21,female,97,68,71,high,3,75,82
